Kdn.;Name;Name_2;Name_3;Straße;Plz;Ort;Land;Telefon;Telefax;E-Mail;WWW;Verbands- code;Verband;Vertreter- code;Vertretername;Tel. Vertreter;E-Mail-Vertreter;Verbandsnummer
17222;Giebels & Strack GmbH;;;Industriering 48;41751;Viersen;Deutschland;02162 / 954830;02162 / 9548333;info@giebels-strack.de;;31;Pyramide;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;Pyramide
27409;Rutenbeck;Garten- und Motorgeräte;;Neustrasse 53;58256;Ennepetal;Deutschland;02333 / 605533;02333/602066;info@rutenbeck-motorgeraete.de;;;;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;
21031;Lister GmbH;;;Nurrehang 6;58515;Lüdenscheid;Deutschland;02351 / 1060262;02351 / 106050;;;;;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;
25133;Peter Peiffer GmbH;Gartentechnik;;Fonger 41;47877;Willich;Deutschland;02154 / 955060;02154 / 955064;kontakt@peiffer-willich.de  ,zH.Frau Reinke;;;;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;
20242;Bodo Köhler GmbH;Kfz-Maschinen-Anlagen;;Bruchstrasse 39;44627;Herne;Deutschland;02323-96620;02323-966299;b.koehler.gmbh@t-online.de;www.bodo-koehler-gmbh.de;33;rheintec;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;Rheintec 10041
14204;Frank Engstfeld;;;Lausberge 2;58553;Halver;Deutschland;02353 / 4126;02353 / 903836;engstfeldf@aol.com;;;;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;
14094;Evergreen Gartengeräte GmbH;;;Am Trimbuschhof 14;44628;Herne;Deutschland;02323 / 10979;02323 / 55865;evergreenherne@t-online.de;;;;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;
25122;Johannes Polm;Motorgeräte-Fachbetrieb;;Weselerstr. 6a;46519;Alpen;Deutschland;02802/6810;02802/3636;per Fax;;;;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;
28203;Sawitza Gartentechnik;GmbH & Co. KG;;Zwischen den Wegen 12;58239;Schwerte;Deutschland;02304 / 952980;02304 / 9529829;sawitza@vodafone.de;;;;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;
31063;Tacke & Lindemann Baubeschlag-;u. Metallhandel GmbH & Co. KG;;Beratgerstr. 33;44149;Dortmund;Deutschland;0231 / 177770;0231 / 1777750;info@tacke-lindemann.de;www.tacke-lindemann.de;36;EDE-Neu;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;EDE 280 500
29246;Schroer-Schlabes GmbH;;;Dasshorst 8;46499;Hamminkeln;Deutschland;02852 / 96270;02852 / 962727;schroer-schabes.gmbh@t-online.de;schroerschlabes.de;46;ILAFA;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;ILAFA
12640;BEV Baugeräte GmbH;;;Stapper Weg 10-14;41199;Mönchengladbach;Deutschland;02166 / 911950;02166 / 9119531;info@bev-mg.de;;;;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;
28106;Edgar Succow e. K.;;;Hochstraße 129;41749;Viersen;Deutschland;02162 / 7205;02162 / 80265;info@succow.de;;;;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;
20425;Gebr. Köster;Landmaschinen / Motorgeräte;;Olpe / Ruhrweg 1;59872;Meschede;Deutschland;02903 / 7744;02903 / 6954;;;;;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;
29110;Fa. Schreier Gartentechnik;;;Geyener Str. 51;50259;Pulheim;Deutschland;02238-6147;02238-57224;Schreier-gartentechnik@gmx.de;www.schreier.gartentechnik.de;33;rheintec;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;Rheintec 10078
34103;Weiss Motorgeräte;;;Gohrstr. 26;42579;Heiligenhaus;Deutschland;02056 / 5859860;02056 / 58835;per Fax;;;;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;
20251;Michael Küll;Garten- und Gerätetechnik;;Schwertstr. 24-30;42651;Solingen;Deutschland;0212-400540;0212-41768;kuell-gartentechnik@t-online.de;;33;rheintec;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;Rheintec 10027
30125;Stubbe & Beck GmbH;Werkzeuge - Maschinen;;Otto-Lilienthal-Str. 29;46539;Dinslaken;Deutschland;02064 / 54069;02064 / 17990;stubbe-beck@arcor.de;;36;EDE-Neu;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;EDE 207 306
18079;HEROFIX;Gerald Herbst;;Kaiserstraße 155 - 157;42329;Wuppertal;Deutschland;0202 / 785567;0202 / 780080;;;;;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;
22394;Muckhoff GmbH;;;Wasserburgstr. 56;58809;Neuenrade;Deutschland;02394 / 1412;02394 / 1388;info@muckhoff-gase.de;;;;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;
20347;Hußmann;Technik für Hof, Garten u. Zweirad;;Schwietering 6;46348;Raesfeld;Deutschland;02865 / 2026030;02865 / 2026031;info@hussmann-raesfeld.de;;;;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;
20268;Kroll Fahrzeugbau;Umwelttechnik GmbH;;Rudolf-Dieselstrasse 85-89;46485;Wesel;Deutschland;0281/9527951;0281/89650;r.poggel@kroll-fahrzeugbau.de;;;;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;
25149;PeKa Agrarservice;Petra Kaltenborn;;Sterbecke 2;58579;Schalksmühle;Deutschland;02351 / 56062;02351 / 6715044;p.kaltenborn@gmx.de;;;;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;
14191;EUROPART;Materials GmbH;;Martinstr. 13;58135;Hagen;Deutschland;02331/35640;02331/356491499;;;4;NW;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;NW 6939
17058;Fritz Graefer GmbH & Co. KG;;;Mainstr. 25;45478;Mülheim an der Ruhr;Deutschland;0208 / 58874 17;0208 / 58874 11;orwat@fritz-graefer.de;;4;NW;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;NW 6294
30134;Strack GmbH;Gartengeräte-Service;;Speestr. 61;40885;Ratingen - Lintorf;Deutschland;02102 / 93140;02102 / 93151;roman.gibbels@gmx.de;;;;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;
27462;Rentas Werkzeugvermietung + Service;(im Hellweg Baumarkt);;Grothusstr. 22-28;45881;Gelsenkirchen-Schalke;Deutschland;;;;;47;Krämer, Duisburg;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;Krämer Einkauf+Marketing Gruppe (KEM)
27415;Rentas Werkzeugvermietung + Service;(im B1 Discount Baumarkt);;Mauerstraße 14;42285;Wuppertal;Deutschland;0202/7594629;0202/7594630;heyduck@rentas.de;www.rentas.de;47;Krämer, Duisburg;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;Krämer Einkauf+Marketing Gruppe (KEM)
11212;Harke PackServe GmbH;;;Xantener Strasse 1;45479;Mülheim/Ruhr;Deutschland;0208 / 30691530;0208 / 30691531;sta@harke.com;www.harke.com/imaging;;;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;
16126;Fülling GmbH;;;Duisburger Str. 151 - 155;45479;Mülheim;Deutschland;0208 / 4199317;0208 / 4199351;h.teheesen@fuelling-werkzeuge.de;www.fuelling-werkzeuge.de;5;EDE-Verband;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;EDE 229 415
23086;NIEßING;Landmaschinen GmbH;;Vennekenweg 3;46348;Raesfeld;Deutschland;02865 / 20640;02865 / 204622;info@niessing-treppen.de;;;;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;
18043;Elektrowerkzeuge Hoffmann e.K.;Inh. Daniel Hoffmann;;Hohe Steinert 29;58509;Lüdenscheid;Deutschland;02351 / 50202;02351 / 570248;info@elektrowerkzeuge-hoffmann.de;;;;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;
25087;Gebr. Peiffer GmbH+Co.KG;.;;Rhenaniastr. 43-45;41516;Grevenbroich;Deutschland;02181 / 270470;02181 / 270445;garten@peiffer.de;www.peiffer.de;39;HLT;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;HLT 011
20380;Horst Kuckherm;Siebdruckhandelsgesellschaft;;Steinstrasse 16;46348;Raesfeld-Erle;Deutschland;02865 / 608060;02865 / 608080;info@kuckherm.de;www.kuckherm.eu;;;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;
22166;Alfred Möller GmbH;;;Jägerstr. 51;47798;Krefeld;Deutschland;02151 / 770346;02151 / 778360;info@alfredmoeller.de;;;;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;
22517;Maler-Einkauf West eG;NL Mönchengladbach;;Künkelstr. 43;41063;Mönchengladbach;Deutschland;02161 / 463490;02161 / 4634999;;www.meg.de;;;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;
20351;Krengel Landtechnik GmbH & Co. KG;;;Rothländerweg 22;59846;Sundern-Stockum;Deutschland;02933 / 97920;02933 / 979222;b.pieper@krengel.de;;;;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;
24580;Peter von Ohle GmbH;;;Wilhelm-Beckmann-Str. 2;45307;Essen;Deutschland;0201 / 896420;0201 / 8964226;info@vonOhle.de;;36;EDE-Neu;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;EDE 200 121
27254;Rentas Werkzeugvermietung + Service;(im Hellweg-Baumarkt);;Westender Strasse 47;47138;Duisburg-Meiderich;Deutschland;0203 / 4103457;0203 / 4106559;markus.blachut@rentas.de;;47;Krämer, Duisburg;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;Krämer Einkauf+Marketing Gruppe (KEM)
12267;Peter Braun;Hochdruckreiniger / Industriemaschinen;;Elberfelder Str. 167;42781;Haan;Deutschland;02129 / 1593;02129 / 58828;braun-hahn@t-online.de;;;;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;
20070;Kärcher GmbH;F.K.S.Reinigungsmaschinen;;Wittener Str. 24;58332;Schwelm;Deutschland;02339/6091+7073;02339/6093;;;;;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;
27001;Rentas Werkzeugvermietung + Service;(am Hellweg Baumarkt);;Frankenstrasse 72;45134;Essen-Rellinghausen;Deutschland;0201 / 4306878;0201 / 4306879;otto-luebke@rentas.de;www.rentas.de;47;Krämer, Duisburg;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;Krämer Einkauf+Marketing Gruppe (KEM)
12360;Hans Böhmer;Motor-Geräte Service;;Hönnetalstr. 99;58675;Hemer;Deutschland;02372 / 6873;02372 / 5509739;;;38;IRMS;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;I.R.M.S. 115 - 90
31105;Telab Garten Pumpen GmbH;;;Carl-Zeiss-Str. 43;47445;Moers;Deutschland;02841 / 8870774;02841 / 8870775;info@garten-pumpen.de;;;;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;
25139;Pre - Wa - Tec GmbH;Hochdrucktechnik;;Mühlenweg 7;41569;Rommerskirchen;Deutschland;02183 / 81100;02183 / 82630;holger@pre-wa-tec.de;;;;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;
18082;Hoppe Werkzeuge-Industriebed.;GmbH & Co. KG;;Nehdener Weg 2;59929;Brilon;Deutschland;02961 / 9777-0;02961 / 50912;;;5;EDE-Verband;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;EDE 219 363
30140;Peter Steprath;LAndtechnik;;Bergheimer Str. 42;41542;Dormagen-Gohr;Deutschland;02182/871626;02182/871628;peter.steprath@t-online.de;;46;ILAFA;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;ILAFA 11103
33090;VBH Deutschland GmbH;Niederlassung Recklinghausen;;Am Stadion 117;45659;Recklinghausen;Deutschland;02361 / 48010;02361 / 4801110;recklinghausen@vbh.de;www.vbh.de;;;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;
28124;Reiner Sommer;Landtechnik;;Stakelbrauk 2;59889;Eslohe - Büenfeld;Deutschland;02973 / 81013;02973 / 3638;info@landtechnik-sommer.de;;;;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;
27342;Rentas Werkzeugvermietung + Service;(am Hellweg Baumarkt);;Zillestraße 71;44265;Dortmund;Deutschland;0231 / 4758870;0231 / 4758872;;;47;Krämer, Duisburg;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;Krämer Einkauf+Marketing Gruppe (KEM)
34042;E.Wichmann;vorm. Hermann Wagner GbR;;Hintere Str. 4;58730;Fröndenberg;Deutschland;02378 / 3422;02378 / 5066;service@wagner-hochdruckreiniger.de;;;;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;
12702;Bornwaßer;Motorgeräte für Garten und Forst;;Leppestraße 64;51709;Marienheide;Deutschland;02264 / 7697;02264 / 7199;info@bornwasser.de;www.bornwasser.de;38;IRMS;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;I.R.M.S. 115-166
27248;Rentas Werkzeugvermietung + Service;(im toom-Baumarkt );;Sperberstr. 21a;45894;Gelsenkirchen;Deutschland;0209 / 3186243;0209 / 3186244;marschan@rentas.net;www.rentas.de;47;Krämer, Duisburg;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;Krämer Einkauf+Marketing Gruppe (KEM)
16084;Frieters Zoo- und Gartenwelt;GmbH & Co.KG;;Viktoriastr. 15-17;41747;Viersen;Deutschland;02162/933890;02162/9338933;info@frieters.de;;;;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;
20267;Eisen Kübel Höfels;;;Zum Eisenhammer 18A;46049;Oberhausen;Deutschland;0208 - 8108128;0208 - 8108112;pawelletz@eisen-kuebel.de;;4;NW;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;NW 6048
27280;Redmer-Handel;Masch.-Werkz.-Ind.Bedarf;;Werkstrasse 4;45527;Hattingen / Ruhr;Deutschland;02324 / 33053;02324 / 33649;per Fax;;11;E.I.S.;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;E.I.S. 089
29032;Schmidt GmbH;Motorgeräte;;Emmastrasse 33-37;45130;Essen;Deutschland;0201 / 774592;0201 / 796081;schmidt-motorgeraete@arcor.de;;;;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;
11216;AGRAVIS Technik;Ahaus-Borken GmbH;;Am Bahndamm 1;48683;Ahaus;Deutschland;02561 / 937152;;;;;;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;
18557;Hülsken GmbH & Co. KG;;;Isselburger Str. 25;46499;Hamminkeln-Loikum;Deutschland;02872 / 949780;02872 / 5046;airbasten@web.de;;;;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;
18095;HKL Baumaschinen GmbH;;;Schneiderstr. 48;40764;Langenfeld;Deutschland;;;;;36;EDE-Neu;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;EDE 117 676
22090;Martmann;;;Am Sandreisch 9;45711;Datteln;Deutschland;02363/32291 FAX: 353;;;;;;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;
12533;Blumenbecker Industrieservice GmbH;;;Baarstraße 170;58636;Iserlohn;Deutschland;02371/4305-0;02371/4305-49;;;36;EDE-Neu;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;EDE 281 077
29238;Schlicht GbR;;;Ruhrorter Str. 124;45478;Mülheim a.d.Ruhr;Deutschland;0208 / 593499;0208 / 592733;;;;;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;
20417;Franz Komfort;Kärcher Verkauf + Service;;Hessenstr. 55;47809;Krefeld;Deutschland;02151-474930;02151-451594;franz.komfort@t-online.de;;;;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;
13013;Dönges GmbH & Co. KG;;;Jägerwald 11;42897;Remscheid;Deutschland;02191 / 56260;02191 / 5626199;info@doenges-rs.de;www.doenges-rs.de;5;EDE-Verband;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;EDE 205 834
24330;OBI GmbH & Co. Deutschl. KG;Fil. Recklinghausen - Markt 540;;Schmalkalderstr. 10;45665;Recklinghausen;Deutschland;02361 / 904310;02361 / 9043112;;;24;Obi;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;ILN 4399901886193
34100;Hanns Werres KG;;;Dr.-Wilh.-Roelen-Str. 394-396;47179;Duisburg;Deutschland;0203/492016 - 17;0203/495870;info@werreskg.de;;;;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;
34047;IBS Ingenieurbüro Schmitz;;;Mennekrath 4;41812;Erkelenz;Deutschland;02431-805013;02431-805014;;;;;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;
18428;Hempel;Antriebstechnik GmbH;;Siemensring  35;47877;Willich;Deutschland;02154/4859840;;;;;;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;
20209;Gustav Kampmann GmbH;Baumaschinen;;Jülicher Landstr. 273;41464;Neuss;Deutschland;02131/9410-0;02131/9410-20;;;4;NW;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;NW 6483
27142;Räder Rasenmäher GmbH;;;Heyden-Rynsch-Str. 23;44149;Dortmund;Deutschland;0231-174555;0231-1776464;;;46;ILAFA;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;ILAFA
29357;Ralf Schultes;Motor- u. Gartengeräte Service;;Ellinghausen 28;42929;Wermelskirchen;Deutschland;02195 / 9297450;;;;;;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;
29051;Hans Schreckling GmbH;Fachwerkstatt f. Elektrowerkz.;;Kleine Steubenstr. 13;45139;Essen;Deutschland;0201 / 270072;0201 / 273610;;;;;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;
22605;Motoren Missing GmbH;Fleermann Service Werkstatt;;Mühlenstraße 3;40885;Ratingen-Lintorf;Deutschland;02102 / 5281190;02102 / 5281191;info@motoren-missing.de;www.motoren-missing.de;33;rheintec;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;Rheintec 10058
27302;Rentas Werkzeugvermietung + Service;(im Hellweg Baumarkt);;Riemkerstr. 4;44809;Bochum;Deutschland;0234-9041429;;;;47;Krämer, Duisburg;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;Krämer Einkauf+Marketing Gruppe (KEM)
20308;Kimmann;Gartentechnik;;Düsseldorfer Str. 54;41238;Mönchengladbach;Deutschland;02166-124162/63;02166-124164;per Fax;;;;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;
18508;Haase;;;Steinbrinkstr. 42;46539;Dinslaken;Deutschland;;;;;;;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;
20081;Karl Koerschulte GmbH;;;Wefelshohler Straße 48 a;58511;Lüdenscheid;Deutschland;02351/94890;02351/948989;info@koerschulte.de;;5;EDE-Verband;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;EDE 205 222
14049;EUROPART Materials GmbH;;;Martinstraße 13;58135;Hagen;Deutschland;02331/3564-2117;02331/3564-91499;c.statthaus@europart.net;www.europart.net;4;NW;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;NW 6939
27395;Baubedarf Rentz GmbH;;;Hochstr. 60;47506;Neukirchen-Vluyn;Deutschland;02845 / 58899;02845 / 58488;;;45;EVB;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;##11809##
22200;OBI Heimwerkermarkt Küppers GmbH;Abt. MIETPROFI;;Beuler Höhe 2;45525;Hattingen;Deutschland;;;;;44;MIETPROFI;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;
20137;Heinz Keders;Landmaschinen;;Antoniushof 19;47559;Kranenburg-Niel;Deutschland;TEL: 02826/5492;02826/5492;;;;;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;
16210;Ferdinand Forck;;;Schulstrasse 10;45739;Oer-Erkenschwick;Deutschland;02368-1792;02368-56559;firma.forck@web.de;;33;rheintec;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;Rheintec 10020
22157;Moerschen GmbH & Co. KG;;;Tempelsweg 1;47918;Tönisvorst;Deutschland;02151-99570;02151-995720;info@moerschen.de;www.moerschen.de;33;rheintec;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;Rheintec 10059
18199;Mobau Hopmann;Bauzentrum Baufachmarkt;;Sonsbecker Straße 30-32;46509;Xanten;Deutschland;02801-71320;0151-58120087;clemens_perau@hopmann.l-m.de;www.mobau-hopmann.de;;;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;Eurobaustoffe 51184
34033;Hans Wilms GmbH & Co. KG;Heiz.- u. Reinigungstechnik;;Erftstr. 34;41238;Mönchengladbach 2;Deutschland;02166-9883;02166-83573;info@wilms.de;www.wilms.de;;;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;
17019;Gölz Motorgeräte Nord;GmbH & Co.;;Gewerbestr. Süd 4;41812;Erkelenz;Deutschland;02431-96310;02431-963117;goelzerkelenz@gmx.de;www.goelz-motorgeraete.de;33;rheintec;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;Rheintec 10026
18304;HKL Baumaschinen GmbH;Kunde gelöscht - bitte Kdn. 18969 nehmen;;Bünnerhelfstr. 20;44379;Dortmund;Deutschland;;;;;36;EDE-Neu;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;EDE 117 676
29366;Schröer Elektro-Großhandel;Zweigniederl. der J. W. Zander GmbH;;Eichenhofer Weg 81;42279;Wuppertal;Deutschland;;;;www.zander-gruppe.de;;;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;
22309;Markus Maag;Landmaschinen;;Walzenstr. 8;42555;Velbert-Langenberg;Deutschland;02052 / 1628;02052 / 4697;;;;;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;
11222;AGON;Werkzeuge- & Wälzlager GmbH;;Elsa-Brändström-Str. 58;44795;Bochum;Deutschland;0234 / 943390;0234 / 9433939;info@agon-bochum.de;;4;NW;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;NW 6002
12860;Fa. Leopold;Inh. S. Neumann;;Arthur-Imhausen-Str. 25;58453;Witten;Deutschland;02302 / 2050143;02302 / 2050144;;;;;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;
27463;Rentas Werkzeugvermietung + Service;(im Hellweg Baumarkt);;Asterlager Str. 94;47228;Duisburg-Rheinhausen;Deutschland;;;;;47;Krämer, Duisburg;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;Krämer Einkauf+Marketing Gruppe (KEM)
11114;Anstötz GmbH;;;Wankumer Str. 23;47929;Grefrath;Deutschland;02158/911988;02158/911677;anstoetz@t-online.de;;36;EDE-Neu;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;EDE 830 585
20449;Körner Baupart GmbH;;;Friedrich-Heinrich-Allee 174;47475;Kamp-Lintfort;Deutschland;0281 / 206450;0281 / 2064529;koerner@baupart.de;www.baupart.de;36;EDE-Neu;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;EDE 210 927
33023;Vennemann GmbH;;;Vennikelstr. 32;47802;Krefeld;Deutschland;;;;;46;ILAFA;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;ILAFA 11040
23002;C.Nassmacher GmbH;Eisenwaren - Werkzeuge;;Bahnhofstraße 30 - 32;47574;Goch 1;Deutschland;02823 / 2056;02823 / 2042;nassmacher@gmx.de;;;;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;
29143;Klaus Bockmühl;Garten- u. Motorentechnik;;Rauental 85;42289;Wuppertal;Deutschland;0202/605429  FAX: 60;;;;;;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;
33006;Blumenbecker Industriebedarf GmbH;Niederlassung Voss Hagen;;Schwerter Str. 15;58099;Hagen;Deutschland;02331 / 32036;02331 / 24604;Voss@voss-werkzeug.de;;5;EDE-Verband;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;EDE 281 077
28032;J.& F. Sorg GmbH;Werkzeuge-Maschinen;;Tussmannstr. 25;40477;Düsseldorf;Deutschland;0211-484025;0211/465668;werkzeugesorg@arcor.de;;;;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;
24442;OBI GmbH u. Co. Deutschland KG;Filiale Meinerzhagen;;Darmcher Weg 1;58540;Meinerzhagen;Deutschland;;;;;24;Obi;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;
18964;HKL Baumaschinen GmbH;;;Adolf-Kempen-Weg 101-105;41189;Mönchengladbach;Deutschland;;;;;36;EDE-Neu;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;EDE 117 676
12087;Baubedarf Berg & Mark eG;;;Unterdörnen 39/45;42283;Wuppertal;Deutschland;0202 / 255420;0202 / 2554255;;;10;Eurobaustoffe;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;Eurobaustoff 38014
12508;Hellweg Die Profibaumärkte;Fil. Dortmund-Wambel;;Hannoversche Str. 56;44143;Dortmund;Deutschland;0231/5622630;0231/56226330;;;20;BAYWA B&GM;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;
19058;Arthur Jutger oHG;Werkzeuge + Maschinen;;Industriehof Trecknase 10;42897;Remscheid;Deutschland;02191 / 7828-0;02191 / 782840;;;5;EDE-Verband;21;Frank Marcianó;+49 162 2424145;marciano@kraenzle.com;EDE 200 310
